"","tas","tasmin","tasmax","rainfall","hurs","year","Cell","land","Count"
"1",10.3746531567427,6.3595126841532,14.4094369634305,979.810737062771,82.343583847437,2001,"-0.05 52.25","0",1
"2",9.39172173139177,6.08004394656669,12.6461227653033,841.769769281274,82.9071487822721,2001,"-0.15 51.35","9",2
"3",9.56018562797929,6.16413105883962,12.947371912556,658.997243050588,82.5965154484978,2001,"-0.15 54.15","12",5
"4",8.84637547717167,5.47487532298229,12.2649701588804,772.131087892785,82.8615719690984,2001,"-0.25 54.15","12",2
"5",9.45614987345473,5.89902148166121,13.014136495453,654.324474099295,82.1308195781311,2001,"-0.25 54.25","12",8
"6",9.36853302789335,5.23640850926611,13.6757068818281,586.314122166428,81.6066079522813,2001,"-0.35 52.75","12",1
"7",9.13691764089199,6.09508770246703,12.2014977954204,611.753676614038,82.8456545643433,2001,"-0.35 54.25","12",3
"8",9.59863790428124,5.88133213858525,13.2893940430682,720.72944784835,81.9853080849566,2001,"-0.65 52.65","12",3
"9",9.76636456161335,6.68719707299321,12.8415093703296,711.791637973875,82.1238352739134,2001,"-0.65 53.05","9",2
"10",10.2395207397499,6.37080717958144,14.1178615037455,658.643834450722,81.7879737821672,2001,"-0.65 53.75","12",1
"11",9.92040223605336,6.103122787078,13.741885032286,683.008466655969,82.6067977734258,2001,"-0.75 53.35","12",1
"12",9.05376552758636,5.83750332892335,12.242326090061,776.709640298017,82.8083413085711,2001,"-0.75 53.65","12",4
"13",9.88882272887276,5.88367335735644,13.8260385696016,667.634365792009,80.9428331414867,2001,"-1.05 52.65","12",1
"14",9.67958599173094,6.18122134659878,13.1589594426254,684.145940476374,82.456071544175,2001,"-1.25 52.85","12",2
"15",9.23786729742776,5.5200855475148,13.007599839585,849.733572176086,81.9287224802129,2001,"-1.25 52.95","9",2
"16",9.67958599173094,6.18122134659878,13.1589594426254,684.145940476374,82.456071544175,2001,"-1.35 53.55","12",2
"17",8.99159138086213,5.61236402749172,12.3858241852447,755.974032874304,82.588733069825,2001,"-1.35 53.75","12",5
"18",9.48704086332744,5.74942739788136,13.2540486786137,689.283844032152,82.0925386118955,2001,"-1.35 54.95","12",20
"19",10.1194705014908,6.5768622005339,13.6695224561213,762.349896307376,82.6328395203455,2001,"-1.45 55.05","0",2
"20",10.2395207397499,6.37080717958144,14.1178615037455,658.643834450722,81.7879737821672,2001,"-1.45 55.15","12",1
"21",10.2395207397499,6.37080717958144,14.1178615037455,658.643834450722,81.7879737821672,2001,"-1.55 54.85","12",1
"22",9.63308406627011,5.67984077149171,13.6399187370799,662.094207719494,81.9446599107334,2001,"-1.55 55.25","12",3
"23",9.13260104159698,6.0692246552543,12.2011376919416,636.227269086035,82.9152832498031,2001,"-1.55 55.35","12",2
"24",9.77582257268384,5.53455554414935,14.0367904331394,748.73600295091,81.6525340784901,2001,"-1.65 55.05","12",1
"25",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-1.65 59.55","12",1
"26",9.84600176566266,6.25040984848788,13.3966660189716,898.109947569692,82.5590360695366,2001,"-1.75 54.85","9",1
"27",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-1.75 55.65","12",1
"28",9.14555083948199,6.14681379689248,12.2022180023779,562.806491670044,82.7063971934235,2001,"-1.85 55.65","12",1
"29",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-2.45 53.15","12",1
"30",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-2.45 56.75","12",1
"31",9.22814356577812,5.70647060495675,12.8012965555008,712.389766235744,82.3066291131688,2001,"-2.45 59.35","12",3
"32",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-2.65 52.65","12",1
"33",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-2.75 54.15","12",1
"34",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"-2.75 56.75","12",1
"35",9.59279838899004,5.97200269881236,13.1830089160395,722.614154604483,82.1676751241883,2001,"-2.85 53.65","12",2
"36",9.14555083948199,6.14681379689248,12.2022180023779,562.806491670044,82.7063971934235,2001,"-2.85 57.05","12",1
"37",9.30358135776292,6.41306521235355,12.1991491324423,636.581547829643,82.9552908940944,2001,"-2.95 55.95","0",2
"38",9.67960560777594,5.60195780533421,13.7914756170626,627.673387526536,82.125115689407,2001,"-3.05 56.65","12",1
"39",9.68870288441001,5.94777929596169,13.4573453375311,871.285452254148,81.6553923210761,2001,"-3.15 55.95","9",1
"40",9.63480077296576,6.06042542126038,13.1950077411511,873.197969840592,83.0824497745494,2001,"-3.25 56.35","10",1
"41",9.61795670262424,6.04413438004571,13.2048216230364,1067.60532807226,80.5700987417667,2001,"-3.85 56.15","13",1
"42",9.36853302789335,5.23640850926611,13.6757068818281,586.314122166428,81.6066079522813,2001,"0.05 52.85","12",1
"43",9.49375386221615,5.4530642951229,13.6289024236462,603.318870655678,81.4863100979392,2001,"0.05 52.95","12",1
"44",9.46099095528989,5.79199784606258,13.1458705560515,743.406683974041,82.2611805405427,2001,"0.15 53.65","12",12
"45",9.79015898165296,5.88421047720462,13.7015294023639,743.408583800526,80.9996532395972,2001,"0.25 52.55","12",4
"46",9.61031693486363,5.69999101813103,13.5021642971255,716.960034336085,81.620574006493,2001,"0.65 50.85","14",1
"47",8.54720011486134,4.80293684907209,12.3277223153828,981.455684115527,83.0167467447733,2001,"0.65 51.55","12",1
"48",9.13260104159698,6.0692246552543,12.2011376919416,636.227269086035,82.9152832498031,2001,"0.65 52.95","12",2
"49",9.14555083948199,6.14681379689248,12.2022180023779,562.806491670044,82.7063971934235,2001,"0.75 51.55","12",1
"50",9.14555083948199,6.14681379689248,12.2022180023779,562.806491670044,82.7063971934235,2001,"0.75 52.45","12",1
"51",9.11965124371198,5.99163551361613,12.2000573815053,709.648046502026,83.1241693061828,2001,"0.75 52.55","12",1
"52",8.54720011486134,4.80293684907209,12.3277223153828,981.455684115527,83.0167467447733,2001,"0.85 50.95","12",1
"53",8.92212572647612,4.98337871752131,12.81403397254,1019.27607355981,82.7284318668879,2001,"0.85 52.45","0",1
"54",9.86045055984252,6.21694868797608,13.5050633374697,674.365811677211,81.4814211795528,2001,"0.95 50.95","9",3
"55",9.88399963265935,5.88056505577408,13.881344054335,767.716073489559,81.6741434869587,2001,"0.95 52.45","10",1
"56",10.8327597939245,7.05077924292467,14.6442159134802,754.17677126744,81.2138426138713,2002,"-0.15 51.35","12",2
"57",9.76645484945284,6.69556038366722,12.8461792046859,749.780379288348,82.9777835649634,2002,"-0.15 53.25","12",1
"58",10.3008767084975,6.65921963566843,13.9496594238417,800.273487715601,81.0963700094045,2002,"-0.15 54.15","12",6
"59",9.51413118209007,6.00535657930634,13.039252183024,976.422843246363,80.5959656297097,2002,"-0.25 51.75","9",3
"60",10.0920771396259,6.6098637620206,13.605615799728,769.27994959869,81.3012446218287,2002,"-0.25 54.25","12",19
"61",9.58595459293172,6.50839814350535,12.6460032784614,772.883792654716,80.6669228888784,2002,"-0.35 52.75","9",2
"62",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.35 53.85","12",1
"63",10.064455221518,6.38041115561469,13.7600658357612,857.331231811047,80.5941483898868,2002,"-0.35 54.25","9",3
"64",9.76645484945284,6.69556038366722,12.8461792046859,749.780379288348,82.9777835649634,2002,"-0.45 53.85","12",1
"65",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.55 52.05","12",1
"66",9.67918996410668,6.12738124462243,13.2589238547836,719.911760668245,82.5510594366885,2002,"-0.55 52.25","9",1
"67",10.4016610610965,6.40712818323672,14.438031292809,656.517333339165,82.240533444693,2002,"-0.55 54.25","12",1
"68",10.4337601634774,6.99698122104239,13.8224067597731,1032.26020650135,83.1425736861893,2002,"-0.65 53.05","9",1
"69",10.4016610610965,6.40712818323672,14.438031292809,656.517333339165,82.240533444693,2002,"-0.65 53.75","12",1
"70",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.75 52.65","12",1
"71",9.94020947379059,6.91684785304474,12.8950023754377,766.17765400429,83.5363131694903,2002,"-0.75 53.35","10",1
"72",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.75 53.55","12",2
"73",9.77064650078505,6.81563982374372,12.7538314540102,784.45581129808,83.4119083257801,2002,"-0.75 53.65","12",2
"74",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.85 54.55","12",1
"75",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-0.95 53.55","12",1
"76",10.3348598662056,6.55337857139717,14.1858199118288,875.070198268485,81.8574433521164,2002,"-1.25 52.85","10",2
"77",10.4959156351301,7.6447015008107,13.3572761369232,661.509795174469,83.8198856022044,2002,"-1.35 52.35","12",1
"78",10.400467761163,6.68217212929227,14.1212448418907,980.369999108099,82.6245671091093,2002,"-1.35 53.55","9",2
"79",9.88638567843394,6.0285949894747,13.7767670775322,944.08412650726,82.1168448018845,2002,"-1.35 53.75","9",2
"80",9.94099146979936,6.18791548080099,13.7585987624915,868.914203741139,82.3544000550176,2002,"-1.35 54.95","12",25
"81",10.6344668616025,7.11184983932462,14.1146902071678,1016.25305404103,81.8517465330872,2002,"-1.55 53.85","10",1
"82",10.0503591953474,6.39947942116066,13.7485096335256,898.09300828435,82.4256639725438,2002,"-1.55 55.25","12",5
"83",10.4016610610965,6.40712818323672,14.438031292809,656.517333339165,82.240533444693,2002,"-1.55 55.35","12",1
"84",9.997454446115,6.68846960629938,13.323266862306,789.117780363138,82.7237335541127,2002,"-1.65 53.05","12",6
"85",10.9276892940046,7.12857253867905,14.7551426117734,709.387652972591,81.2588591763966,2002,"-1.65 54.95","12",1
"86",9.30370159349514,5.92464100739476,12.6802092541025,997.832537172132,80.569404069939,2002,"-1.65 55.05","9",2
"87",11.236698730572,7.21566231516302,15.2848963483398,822.018189970898,79.4702904511594,2002,"-1.65 55.35","13",1
"88",10.8132530555497,6.88592784870284,14.7806727369789,776.84636214068,81.7742024064975,2002,"-1.65 59.55","9",2
"89",10.0352528708087,5.99490730346972,14.2569496164898,733.887342495939,81.8631401711456,2002,"-1.95 53.15","12",1
"90",10.3671753588486,6.36736303754214,14.4200829240083,928.479791714849,82.1065605320292,2002,"-1.95 57.65","9",1
